Accession,Release_Date,Species,Length,Nuc_Completeness
NC_048656,2020-06-19T00:00:00Z,Klebsiella phage vB_KpnM_BIS47,147443,complete
NC_048657,2020-06-19T00:00:00Z,Staphylococcus phage IME1361_01,43516,complete
NC_048658,2020-06-19T00:00:00Z,Staphylococcus phage SA7,34730,complete
NC_048659,2020-06-19T00:00:00Z,Pectobacterium phage phiA41,75764,complete
NC_048660,2020-06-19T00:00:00Z,Aeromonas phage phiA8-29,144974,complete
NC_048661,2020-06-19T00:00:00Z,Clostridium phage CPS1,19089,complete
NC_048662,2020-06-19T00:00:00Z,Pseudomonas phage R12,65415,complete
NC_048663,2020-06-19T00:00:00Z,Pseudomonas phage R26,65737,complete
NC_048664,2020-06-19T00:00:00Z,Cronobacter phage vB_CsaP_009,92122,complete
NC_048665,2020-06-19T00:00:00Z,Clostridium phage phiCDHM14,32651,complete
NC_048666,2020-06-19T00:00:00Z,Salmonella virus YSD1,58916,complete
NC_048667,2020-06-19T00:00:00Z,Bacillus phage Deep-Purple,36278,complete
NC_048668,2020-06-19T00:00:00Z,Serratia phage 2050HW,276025,complete
NC_048669,2020-06-19T00:00:00Z,Rhodococcus phage Hiro,46854,complete
NC_048670,2020-06-19T00:00:00Z,Klebsiella phage KPN N137,59100,complete
NC_048671,2020-06-19T00:00:00Z,Lentibacter virus vB_LenP_ICBM2,40907,complete
NC_048672,2020-06-19T00:00:00Z,Lentibacter virus vB_LenP_ICBM1,40163,complete
NC_048673,2020-06-19T00:00:00Z,Aeromonas phage AS-zj,229929,complete
NC_048674,2020-06-19T00:00:00Z,Aeromonas phage AS-sw,230024,complete
NC_048675,2020-06-19T00:00:00Z,Pseudomonas phage BrSP1,66189,complete
NC_048676,2020-06-19T00:00:00Z,Pseudomonas phage SL1,65847,complete
NC_048677,2020-06-19T00:00:00Z,Lactobacillus phage LpeD,145162,complete
NC_048678,2020-06-19T00:00:00Z,Leptospira phage LE3,48288,complete
NC_048679,2020-06-19T00:00:00Z,Leptospira phage LE4,47866,complete
NC_048680,2020-06-19T00:00:00Z,Lactobacillus phage LJ,44260,complete
NC_048681,2020-06-19T00:00:00Z,Staphylococcus phage phiSa2wa_st22,38576,complete
NC_048682,2020-06-19T00:00:00Z,Raoultella phage Ro1,145759,complete
NC_048683,2020-06-19T00:00:00Z,Salmonella phage KFS-SE1,59715,complete
NC_048684,2020-06-19T00:00:00Z,Streptomyces phage WRightOn,45221,complete
NC_048685,2020-06-19T00:00:00Z,Streptomyces phage Manuel,45177,complete
NC_048686,2020-06-19T00:00:00Z,Streptomyces phage Immanuel3,46094,complete
NC_048687,2020-06-19T00:00:00Z,Pseudomonas phage PMBT14,47820,complete
NC_048688,2020-06-19T00:00:00Z,Paenibacillus phage BN12,39485,complete
NC_048689,2020-06-19T00:00:00Z,Paenibacillus phage PBL1c,40611,complete
NC_048690,2020-06-19T00:00:00Z,Paenibacillus phage Pagassa,40035,complete
NC_048691,2020-06-19T00:00:00Z,Paenibacillus phage Tadhana,37880,complete
NC_048692,2020-06-19T00:00:00Z,Paenibacillus phage Leyra,42276,complete
NC_048693,2020-06-19T00:00:00Z,Paenibacillus phage Likha,39778,complete
NC_048694,2020-06-19T00:00:00Z,Klebsiella phage vB_Kpn_F48,170764,complete
NC_048695,2020-06-19T00:00:00Z,Gordonia phage Adgers,76008,complete
NC_048696,2020-06-19T00:00:00Z,Mycobacterium phage Cuke,68869,complete
NC_048697,2020-06-19T00:00:00Z,Pseudomonas phage Littlefix,74895,complete
NC_048698,2020-06-19T00:00:00Z,Bacillus phage Carmen17,41820,complete
NC_048699,2020-06-19T00:00:00Z,Pseudomonas phage vB_PaeM_LS1,66095,complete
NC_048700,2020-06-19T00:00:00Z,Klebsiella phage KP8,73679,complete
NC_048701,2020-06-19T00:00:00Z,Anoxybacillus phage A403,40847,complete
NC_048702,2020-06-19T00:00:00Z,Erwinia phage vB_EamM-Bue1,164037,complete
NC_048703,2020-06-19T00:00:00Z,Xanthomonas phage RiverRider,76335,complete
NC_048704,2020-06-19T00:00:00Z,Pectobacterium phage Nepra,74509,complete
NC_048705,2020-06-19T00:00:00Z,Mycobacterium phage TChen,57742,complete
NC_048706,2020-06-19T00:00:00Z,Streptomyces phage FlowerPower,46133,complete
NC_048707,2020-06-19T00:00:00Z,Clostridium phage CPS2,17961,complete
NC_048708,2020-06-19T00:00:00Z,Rhodococcus phage Takoda,46807,complete
NC_048709,2020-06-19T00:00:00Z,Vibrio phage YC,147890,complete
NC_048710,2020-06-19T00:00:00Z,Staphylococcus phage SA1014ruMSSAST7,43504,complete
NC_048711,2020-06-19T00:00:00Z,Staphylococcus phage SA780ruMSSAST101,43184,complete
NC_048712,2020-06-19T00:00:00Z,Clostridium phage susfortuna,19046,complete
NC_048713,2020-06-19T00:00:00Z,Staphylococcus phage SA345ruMSSAST8,42735,complete
NC_048714,2020-06-19T00:00:00Z,Paenibacillus phage Yerffej,43126,complete
NC_048715,2020-06-19T00:00:00Z,Paenibacillus phage Kawika,40769,complete
NC_048716,2020-06-19T00:00:00Z,Paenibacillus phage Lucielle,37947,complete
NC_048717,2020-06-19T00:00:00Z,Paenibacillus phage Eltigre,38675,complete
NC_048718,2020-06-19T00:00:00Z,Paenibacillus phage Jacopo,38526,complete
NC_048719,2020-06-19T00:00:00Z,Streptomyces phage Annadreamy,125726,complete
NC_048720,2020-06-19T00:00:00Z,Streptomyces phage Blueeyedbeauty,130473,complete
NC_048721,2020-06-19T00:00:00Z,Streptomyces phage StarPlatinum,133886,complete
NC_048722,2020-06-19T00:00:00Z,Streptomyces phage Wofford,133007,complete
NC_048723,2020-06-19T00:00:00Z,Streptomyces phage LukeCage,133195,complete
NC_048724,2020-06-19T00:00:00Z,Streptomyces phage Karimac,131909,complete
NC_048725,2020-06-19T00:00:00Z,Bacillus phage Wes44,42248,complete
NC_048726,2020-06-19T00:00:00Z,Bacillus phage BSP38,153268,complete
NC_048727,2020-06-19T00:00:00Z,Salmonella phage Siskin,58476,complete
NC_048728,2020-06-19T00:00:00Z,Streptomyces phage Comrade,129015,complete
NC_048729,2020-06-19T00:00:00Z,Mycobacterium phage Renaud18,58078,complete
NC_048730,2020-06-19T00:00:00Z,Streptomyces phage Yaboi,131250,complete
NC_048731,2020-06-19T00:00:00Z,Escherichia phage fp01,109515,complete
NC_048732,2020-06-19T00:00:00Z,Klebsiella phage Seifer,58197,complete
NC_048733,2020-06-19T00:00:00Z,Microbacterium phage Burro,54473,complete
NC_048734,2020-06-19T00:00:00Z,Mycobacterium phage Fowlmouth,69660,complete
NC_048735,2020-06-19T00:00:00Z,Bacillus phage vB_BboS-125,58528,complete
NC_048736,2020-06-19T00:00:00Z,Serratia phage vB_SmaA_3M,159398,complete
NC_048737,2020-06-19T00:00:00Z,Lactobacillus phage BH1,40721,complete
NC_048738,2020-06-19T00:00:00Z,Clostridium phage CPD2,18212,complete
NC_048739,2020-06-19T00:00:00Z,Arthrobacter phage Anjali,19679,complete
NC_048740,2020-06-19T00:00:00Z,Arthrobacter phage Mendel,19428,complete
NC_048741,2020-06-19T00:00:00Z,Proteus phage Mydo,145127,complete
NC_048742,2020-06-19T00:00:00Z,Streptomyces phage Gilson,128338,complete
NC_048743,2020-06-19T00:00:00Z,Mycobacterium phage DrLupo,70030,complete
NC_048744,2020-06-19T00:00:00Z,Pseudomonas phage EPa61,65905,complete
NC_048745,2020-06-19T00:00:00Z,Pseudomonas phage vB_PaeM_SCUT-S1,66086,complete
NC_048746,2020-06-19T00:00:00Z,Gordonia phage Sombrero,76485,complete
NC_048747,2020-06-19T00:00:00Z,Vibrio phage 2 TSL-2019,242446,complete
NC_048748,2020-06-19T00:00:00Z,Escherichia phage vB_EcoS_HdH2,120120,complete
NC_048749,2020-06-19T00:00:00Z,Gordonia phage Rickmore,60218,complete
NC_048750,2020-06-19T00:00:00Z,Gordonia phage Duffington,61343,complete
NC_048751,2020-06-19T00:00:00Z,Pantoea phage vB_PagM_LIET2,74710,complete
NC_048752,2020-06-19T00:00:00Z,Lactobacillus phage 521B,136442,complete
NC_048753,2020-06-19T00:00:00Z,Lactobacillus phage 3-521,140816,complete
NC_048754,2020-06-19T00:00:00Z,Lactobacillus phage SAC12B,136608,complete
NC_048755,2020-06-19T00:00:00Z,Stenotrophomonas phage YB07,159862,complete
NC_048756,2020-06-19T00:00:00Z,Nodularia phage vB_NspS-kac65v151,146618,complete
NC_048757,2020-06-19T00:00:00Z,Nodularia phage vB_NspS-kac68v161,145400,complete
NC_048758,2020-06-19T00:00:00Z,Serratia phage Parlo,62853,complete
NC_048759,2020-06-19T00:00:00Z,Serratia phage MTx,68621,complete
NC_048760,2020-06-19T00:00:00Z,Salmonella phage Sepoy,114080,complete
NC_048761,2020-06-19T00:00:00Z,Microbacterium phage Akoni,54307,complete
NC_048762,2020-06-19T00:00:00Z,Bacillus phage vB_BtS_B83,49952,complete
NC_048763,2020-06-19T00:00:00Z,Salmonella phage SE13,52438,complete
NC_048764,2020-06-19T00:00:00Z,Salmonella phage SE4,53494,complete
NC_048765,2020-06-19T00:00:00Z,Vibrio phage VAP7,144685,complete
NC_048766,2020-06-19T00:00:00Z,Pantoea phage vB_PagM_AAM37,49990,complete
NC_048767,2020-06-19T00:00:00Z,Pantoea phage vB_PagM_PSKM,49935,complete
NC_048768,2020-06-19T00:00:00Z,Gordonia phage Chelms,76261,complete
NC_048769,2020-06-19T00:00:00Z,Aeromonas phage 2-L372D,122963,complete
NC_048770,2020-06-19T00:00:00Z,Aeromonas phage 2_L372X,115893,complete
NC_048771,2020-06-19T00:00:00Z,Aeromonas phage 4_L372D,138690,complete
NC_048772,2020-06-19T00:00:00Z,Aeromonas phage 4_L372XY,124279,complete
NC_048773,2020-06-19T00:00:00Z,Aeromonas phage 4_4572,102915,complete
NC_048774,2020-06-19T00:00:00Z,Aeromonas phage LAh_6,101390,complete
NC_048775,2020-06-19T00:00:00Z,Aeromonas phage LAh_8,97408,complete
NC_048776,2020-06-19T00:00:00Z,Aeromonas phage LAh9,97988,complete
NC_048777,2020-06-19T00:00:00Z,Microbacterium phage TinyTimothy,53932,complete
NC_048778,2020-06-19T00:00:00Z,Microbacterium phage Alex44,54396,complete
NC_048779,2020-06-19T00:00:00Z,Vibrio phage USC-1,238099,complete
NC_048780,2020-06-19T00:00:00Z,Corynebacterium phage StAB,45751,complete
NC_048781,2020-06-19T00:00:00Z,Salmonella phage vB_SenS_SB13,112513,complete
NC_048782,2020-06-19T00:00:00Z,Rhodococcus phage Sleepyhead,43943,complete
NC_048783,2020-06-19T00:00:00Z,Gordonia phage Beaver,77394,complete
NC_048784,2020-06-19T00:00:00Z,Rhodococcus phage Whack,49660,complete
NC_048785,2020-06-19T00:00:00Z,Salmonella phage SE24,114855,complete
NC_048786,2020-06-19T00:00:00Z,Salmonella phage SE11,107763,complete
NC_048787,2020-06-19T00:00:00Z,Corynebacterium phage Dina,44381,complete
NC_048788,2020-06-19T00:00:00Z,Mycobacterium phage ThetaBob,56714,complete
NC_048789,2020-06-19T00:00:00Z,Corynebacterium phage Stiles,42846,complete
NC_048790,2020-06-19T00:00:00Z,Corynebacterium phage Lederberg,45644,complete
NC_048791,2020-06-19T00:00:00Z,Corynebacterium phage Adelaide,44104,complete
NC_048792,2020-06-19T00:00:00Z,Serratia phage Moabite,273933,complete
NC_048793,2020-06-19T00:00:00Z,Gordonia phage Kenosha,60899,complete
NC_048794,2020-06-19T00:00:00Z,Salmonella virus VSe12,109654,complete
NC_048795,2020-06-19T00:00:00Z,Salmonella phage Th1,110466,complete
NC_048796,2020-06-19T00:00:00Z,Panteoa phage Kyle,73168,complete
NC_048797,2020-06-19T00:00:00Z,Bacillus phage vB_BmeM-Goe8,161583,complete
NC_048798,2020-06-19T00:00:00Z,Klebsiella phage Marfa,168532,complete
NC_048799,2020-06-19T00:00:00Z,Escherichia phage Mangalitsa,52329,complete
NC_048800,2020-06-19T00:00:00Z,Serratia phage MyoSmar,68745,complete
NC_048801,2020-06-19T00:00:00Z,Microbacterium phage Araxxi,53981,complete
NC_048802,2020-06-19T00:00:00Z,Stenotrophomonas phage Moby,159365,complete
NC_048803,2020-06-19T00:00:00Z,Proteus phage Myduc,53392,complete
NC_048804,2020-06-19T00:00:00Z,Stenotrophomonas phage Mendera,159961,complete
NC_048805,2020-06-19T00:00:00Z,Klebsiella phage Soft,57805,complete
NC_048806,2020-06-19T00:00:00Z,Pseudomonas virus PA8P1,65690,complete
NC_048807,2020-06-19T00:00:00Z,Erwinia phage pEp_SNUABM_01,147321,complete
NC_048808,2020-06-19T00:00:00Z,Salmonella phage OSY-STA,111039,complete
NC_048809,2020-06-19T00:00:00Z,Salmonella phage 2-3,114986,complete
NC_048810,2020-06-19T00:00:00Z,Gordonia phage Chikenjars,61544,complete
NC_048811,2020-06-19T00:00:00Z,Salmonella phage 1-29,111636,complete
NC_048812,2020-06-19T00:00:00Z,Gordonia phage Gibbin,67785,complete
NC_048813,2020-06-19T00:00:00Z,Gordonia phage Ranch,66892,complete
NC_048814,2020-06-19T00:00:00Z,Gordonia phage Lambo,67813,complete
NC_048815,2020-06-19T00:00:00Z,Gordonia phage Sadboi,67485,complete
NC_048816,2020-06-19T00:00:00Z,Gordonia phage OhMyWard,60978,complete
NC_048817,2020-06-19T00:00:00Z,Gordonia phage Tanis,59727,complete
NC_048818,2020-06-19T00:00:00Z,Escherichia virus VEc33,108640,complete
NC_048819,2020-06-19T00:00:00Z,Salmonella phage 1-19,110775,complete
NC_048820,2020-06-19T00:00:00Z,Gordonia phage Jellybones,77514,complete
NC_048821,2020-06-19T00:00:00Z,Photobacterium phage PDCC-1,237509,complete
NC_048822,2020-06-19T00:00:00Z,Gordonia phage Avazak,60278,complete
NC_048823,2020-06-19T00:00:00Z,Gordonia phage Untouchable,61623,complete
NC_048824,2020-06-19T00:00:00Z,Mycobacterium phage Indlulamithi,71538,complete
NC_048825,2020-06-19T00:00:00Z,Gordonia phage Crocheter,60531,complete
NC_048826,2020-06-19T00:00:00Z,Gordonia phage Yikes,68155,complete
NC_048827,2020-06-19T00:00:00Z,Vibrio phage vB_VchM_Kuja,148180,complete
NC_048828,2020-06-19T00:00:00Z,Erwinia phage Hena1,148842,complete
NC_048829,2020-06-19T00:00:00Z,Flavobacterium phage vB_FspM_lotta8-1,34751,complete
NC_048830,2020-06-19T00:00:00Z,Flavobacterium phage vB_FspM_pippi8-1,34711,complete
NC_048831,2020-06-19T00:00:00Z,Flavobacterium phage vB_FspS_filifjonk9-1,38028,complete
NC_048832,2020-06-19T00:00:00Z,Flavobacterium phage vB_FspS_hattifnatt9-1,39262,complete
NC_048833,2020-06-19T00:00:00Z,Flavobacterium phage vB_FspS_hemulen6-1,39039,complete
NC_048834,2020-06-19T00:00:00Z,Flavobacterium phage vB_FspS_laban6-1,43236,complete
NC_048835,2020-06-19T00:00:00Z,Flavobacterium phage vB_FspS_lillamy9-1,38268,complete
NC_048836,2020-06-19T00:00:00Z,Flavobacterium phage vB_FspS_morran9-1,38385,complete
NC_048837,2020-06-19T00:00:00Z,Flavobacterium phage vB_FspS_mumin9-1,38527,complete
NC_048838,2020-06-19T00:00:00Z,Flavobacterium phage vB_FspS_mymlan6-1,38501,complete
NC_048839,2020-06-19T00:00:00Z,Flavobacterium phage vB_FspS_sniff9-1,38134,complete
NC_048840,2020-06-19T00:00:00Z,Flavobacterium phage vB_FspS_snork6-1,38214,complete
NC_048841,2020-06-19T00:00:00Z,Flavobacterium phage vB_FspS_snusmum6-1,39365,complete
NC_048842,2020-06-19T00:00:00Z,Flavobacterium phage vB_FspS_stinky9-1,38502,complete
NC_048843,2020-06-19T00:00:00Z,Flavobacterium phage vB_FspS_tant8-1,40542,complete
NC_048844,2020-06-19T00:00:00Z,Flavobacterium phage vB_FspS_tooticki6-1,36912,complete
NC_048845,2020-06-19T00:00:00Z,Escherichia phage flopper,52092,complete
NC_048846,2020-06-19T00:00:00Z,Myoviridae sp.,44651,complete
NC_048847,2020-06-19T00:00:00Z,Alteromonas phage vB_AmeM_PT11-V22,92760,complete
NC_048848,2020-06-19T00:00:00Z,Butyrivibrio virus Arawn,31118,complete
NC_048849,2020-06-19T00:00:00Z,Enterobacter phage vB_EclM_CIP9,174924,complete
NC_048850,2020-06-19T00:00:00Z,Mycobacterium phage Cornie,56391,complete
NC_048851,2020-06-19T00:00:00Z,Gordonia phage John316,77221,complete
NC_048852,2020-06-19T00:00:00Z,Salmonella phage L6jm,118452,complete
NC_048853,2020-06-19T00:00:00Z,Phage NBEco001,116606,complete
NC_048854,2020-06-19T00:00:00Z,Streptomyces phage JXY1,45385,complete
NC_048855,2020-06-19T00:00:00Z,Phage NBEco002,118118,complete
NC_048856,2020-06-19T00:00:00Z,Phage NBSal003,119416,complete
NC_048857,2020-06-19T00:00:00Z,Phage NBSal005,121040,complete
NC_048858,2020-06-19T00:00:00Z,Bifidobacterium phage BadAztec1,18635,complete
NC_048859,2020-06-19T00:00:00Z,Bifidobacterium phage BadAargau2,18899,complete
NC_048860,2020-06-19T00:00:00Z,Microbacterium phage Arete,53692,complete
NC_048861,2020-06-19T00:00:00Z,Proteus phage Privateer,90710,complete
NC_048862,2020-06-19T00:00:00Z,Salmonella phage astrithr,11569,complete
NC_048863,2020-06-19T00:00:00Z,Salmonella phage yarpen,52464,complete
NC_048864,2020-06-19T00:00:00Z,Salmonella phage birk,52767,complete
NC_048865,2020-06-19T00:00:00Z,Salmonella phage oldekolle,109372,complete
NC_048866,2020-06-19T00:00:00Z,Salmonella phage bombadil,109539,complete
NC_048867,2020-06-19T00:00:00Z,Salmonella phage faergetype,110183,complete
NC_048868,2020-06-19T00:00:00Z,Salmonella phage rokbiter,112006,complete
NC_048869,2020-06-19T00:00:00Z,Salmonella phage fuchur,112117,complete
NC_048870,2020-06-19T00:00:00Z,Salmonella phage bastian,112477,complete
NC_048871,2020-06-19T00:00:00Z,Salmonella phage oselot,113503,complete
NC_048872,2020-06-19T00:00:00Z,Salmonella phage atrejo,114059,complete
NC_048873,2020-06-19T00:00:00Z,Klebsiella virus KpS8,143800,complete
NC_048874,2020-06-19T00:00:00Z,Escherichia phage EC6098,4526,complete
NC_048875,2020-06-19T00:00:00Z,Pantoea phage vB_PagM_SSEM1,54982,complete
NC_048876,2020-06-19T00:00:00Z,Gordonia phage Secretariat,57731,complete
NC_048877,2020-06-19T00:00:00Z,Microbacterium phage Phedro,54442,complete
NC_048878,2020-06-19T00:00:00Z,Alteromonas phage vB_AcoS-R7M,56163,complete
NC_048892,2020-06-19T00:00:00Z,Leptospira phage LE1,73623,complete
NC_048296,2020-05-23T00:00:00Z,Birdsfoot trefoil enamovirus 1,5736,complete
NC_048297,2020-05-23T00:00:00Z,Bird's-foot trefoil nucleorhabdovirus,13626,complete
NC_007636,2020-05-15T00:00:00Z,Escherichia virus K1F,39699,complete
NC_047700,2020-05-15T00:00:00Z,Oinezvirus S37C6,42127,complete
NC_047701,2020-05-15T00:00:00Z,Sieqvirus S42C7,42399,complete
NC_047702,2020-05-15T00:00:00Z,Pelagivirus S35C6,42564,complete
NC_047703,2020-05-15T00:00:00Z,Fussvirus S30C28,37553,complete
NC_047704,2020-05-15T00:00:00Z,Ayaqvirus S45C18,40564,complete
NC_047705,2020-05-15T00:00:00Z,Foussvirus S46C10,41803,complete
NC_047706,2020-05-15T00:00:00Z,Nohivirus S31C1,43552,complete
NC_047707,2020-05-15T00:00:00Z,Stopalavirus S38C3,43698,complete
NC_047708,2020-05-15T00:00:00Z,Krakvirus S39C11,41987,complete
NC_047709,2020-05-15T00:00:00Z,Ashivirus S45C4,44705,complete
NC_047710,2020-05-15T00:00:00Z,Pedosvirus S28C3,43444,complete
NC_047711,2020-05-15T00:00:00Z,Votkovvirus S28C10,40866,complete
NC_047712,2020-05-15T00:00:00Z,Synechococcus virus AC2014fSyn7803C8,216628,complete
NC_047713,2020-05-15T00:00:00Z,Synechococcus virus AC2014fSyn7803C8,223270,complete
NC_047714,2020-05-15T00:00:00Z,Synechococcus virus AC2014fSyn7803C8,196842,complete
NC_047715,2020-05-15T00:00:00Z,Cyanophage S-RIM12,174670,complete
NC_047716,2020-05-15T00:00:00Z,Cyanophage S-RIM12,175557,complete
NC_047717,2020-05-15T00:00:00Z,Cyanophage S-RIM12,175559,complete
NC_047718,2020-05-15T00:00:00Z,Synechococcus virus ACG2014bSyn7803C61,154990,complete
NC_047719,2020-05-15T00:00:00Z,Synechococcus virus ACG2014bSyn7803C61,172874,complete
NC_047720,2020-05-15T00:00:00Z,Staphylococcus virus G1,138339,complete
NC_047721,2020-05-15T00:00:00Z,Staphylococcus virus G1,137031,complete
NC_047722,2020-05-15T00:00:00Z,Staphylococcus virus G1,145647,complete
NC_047723,2020-05-15T00:00:00Z,Staphylococcus virus G1,141018,complete
NC_047724,2020-05-15T00:00:00Z,Staphylococcus virus G1,148564,complete
NC_047725,2020-05-15T00:00:00Z,Staphylococcus virus G1,148481,complete
NC_047726,2020-05-15T00:00:00Z,Staphylococcus virus G1,148243,complete
NC_047727,2020-05-15T00:00:00Z,Staphylococcus virus G1,147590,complete
NC_047728,2020-05-15T00:00:00Z,Staphylococcus virus G1,145542,complete
NC_047729,2020-05-15T00:00:00Z,Staphylococcus virus G1,140218,complete
NC_047730,2020-05-15T00:00:00Z,Staphylococcus virus G1,140906,complete
NC_047731,2020-05-15T00:00:00Z,Staphylococcus virus G1,139750,complete
NC_047732,2020-05-15T00:00:00Z,Staphylococcus virus G1,141028,complete
NC_047733,2020-05-15T00:00:00Z,Synechococcus virus SRIM8,171216,complete
NC_047734,2020-05-15T00:00:00Z,Synechococcus virus SRIM44,197450,complete
NC_047735,2020-05-15T00:00:00Z,Bacillus virus BCP78,154371,complete
NC_047736,2020-05-15T00:00:00Z,Bacillus virus B4,162598,complete
NC_047737,2020-05-15T00:00:00Z,Vibrio virus AS51,42542,complete
NC_047738,2020-05-15T00:00:00Z,Rhizobium virus RHEph01,43444,complete
NC_047739,2020-05-15T00:00:00Z,Lactobacillus virus B2,80617,complete
NC_047740,2020-05-15T00:00:00Z,Escherichia virus phiJLA23,43017,complete
NC_047741,2020-05-15T00:00:00Z,Vibrio virus JSF7,46318,complete
NC_047742,2020-05-15T00:00:00Z,Escherichia virus EC2,41510,complete
NC_047743,2020-05-15T00:00:00Z,Burkholderia virus BpAMP1,42409,complete
NC_047744,2020-05-15T00:00:00Z,Bacillus virus Bp8pC,151419,complete
NC_047745,2020-05-15T00:00:00Z,Listeria virus LP064,135764,complete
NC_047746,2020-05-15T00:00:00Z,Vibrio virus Vc1,44541,complete
NC_047747,2020-05-15T00:00:00Z,Pseudomonas virus PhiPsa17,40525,complete
NC_047748,2020-05-15T00:00:00Z,Klebsiella virus BO1E,43865,complete
NC_047749,2020-05-15T00:00:00Z,Enterobacteria phage DT571/2,108418,complete
NC_047750,2020-05-15T00:00:00Z,Mannheimia virus 1127AP1,36745,complete
